date,region,sales,unit_price,is_promo
2025-02-04,华东,877,41.41,0
2025-02-05,华东,922,41.52,0
2025-02-06,华东,950,41.00,0
2025-02-07,华东,1009,41.16,0
2025-02-08,华东,1120,41.00,1
2025-02-09,华东,1070,41.37,1
2025-02-10,华东,878,41.63,0
2025-02-11,华东,909,40.73,0
2025-02-12,华东,979,40.73,0
2025-02-13,华东,945,40.92,0
2025-02-14,华东,1058,41.22,0
2025-02-15,华东,1176,41.09,1
2025-02-16,华东,1111,41.78,1
2025-02-17,华东,905,40.77,0
2025-02-18,华东,884,40.68,0
2025-02-19,华东,911,41.63,0
2025-02-20,华东,932,41.40,1
2025-02-21,华东,1018,41.15,0
2025-02-22,华东,1142,41.08,1
2025-02-23,华东,1046,41.75,1
2025-02-24,华东,938,41.14,0
2025-02-25,华东,907,41.36,0
2025-02-26,华东,1012,41.06,0
2025-02-27,华东,1014,40.97,0
2025-02-28,华东,1069,40.99,0
2025-03-01,华东,1122,41.29,1
2025-03-02,华东,1103,41.02,1
2025-03-03,华东,908,41.13,0
2025-03-04,华东,918,41.70,1
2025-03-05,华东,991,41.27,0
2025-03-06,华东,1010,41.39,0
2025-03-07,华东,1011,41.39,0
2025-03-08,华东,1125,40.88,1
2025-03-09,华东,1122,40.77,1
2025-03-10,华东,913,40.64,0
2025-03-11,华东,952,40.70,0
2025-03-12,华东,1021,41.13,0
2025-03-13,华东,984,41.00,0
2025-03-14,华东,1027,41.05,0
2025-03-15,华东,1186,41.11,1
2025-03-16,华东,1164,41.74,1
2025-03-17,华东,1039,41.21,0
2025-03-18,华东,937,41.13,0
2025-03-19,华东,996,41.22,0
2025-03-20,华东,1014,40.95,0
2025-03-21,华东,1096,41.18,0
2025-03-22,华东,1154,41.15,1
2025-03-23,华东,1195,41.10,1
2025-03-24,华东,947,41.48,0
2025-03-25,华东,967,40.97,0
2025-03-26,华东,1042,41.42,0
2025-03-27,华东,1020,40.90,0
2025-03-28,华东,1130,41.22,0
2025-03-29,华东,1218,41.71,1
2025-03-30,华东,1169,41.99,1
2025-03-31,华东,980,41.10,0
2025-04-01,华东,975,41.32,0
2025-04-02,华东,1086,39.91,0
2025-04-02,华东,1090,39.91,0
2025-04-03,华东,1042,40.85,0
2025-04-04,华东,1137,41.41,0
2025-04-05,华东,1218,41.43,1
2025-04-06,华东,1170,41.07,1
2025-04-07,华东,1027,41.27,0
2025-04-08,华东,991,41.52,0
2025-04-09,华东,1051,41.19,0
2025-04-10,华东,1053,40.82,0
2025-04-11,华东,1193,41.09,0
2025-04-12,华东,1211,41.19,1
2025-04-13,华东,1161,41.04,1
2025-04-14,华东,1019,41.02,0
2025-04-15,华东,1010,41.85,0
2025-04-16,华东,1052,41.45,0
2025-04-17,华东,1098,41.20,0
2025-04-18,华东,1143,40.62,0
2025-04-19,华东,1273,41.02,1
2025-04-20,华东,1255,41.00,1
2025-04-21,华东,1043,41.43,0
2025-04-22,华东,1020,40.80,0
2025-04-23,华东,1089,41.38,0
2025-04-24,华东,1109,41.48,0
2025-04-25,华东,1123,41.74,0
2025-04-26,华东,1225,41.66,1
2025-04-27,华东,1278,41.27,1
2025-04-28,华东,1072,41.27,0
2025-04-29,华东,1059,40.48,0
2025-04-30,华东,1080,41.12,0
2025-05-01,华东,1119,41.57,0
2025-05-02,华东,1115,40.78,0
2025-05-03,华东,1266,41.14,1
2025-05-04,华东,1218,41.74,1
2025-05-05,华东,1069,40.81,0
2025-05-06,华东,1007,41.45,0
2025-05-07,华东,1123,40.76,0
2025-05-08,华东,1164,41.02,0
2025-05-09,华东,1154,40.87,0
2025-05-10,华东,1270,40.43,1
2025-05-11,华东,1261,41.00,1
2025-05-12,华东,1107,41.41,0
2025-05-13,华东,1054,41.07,0
2025-05-14,华东,1093,40.86,0
2025-05-15,华东,1089,41.41,0
2025-05-16,华东,1188,41.86,0
2025-05-17,华东,1260,41.28,1
2025-05-18,华东,1273,41.25,1
2025-05-19,华东,1044,41.40,0
2025-05-20,华东,1113,41.16,0
2025-05-21,华东,1128,41.72,0
2025-05-22,华东,1209,41.99,0
2025-05-23,华东,1197,41.37,0
2025-05-24,华东,1300,40.87,1
2025-05-25,华东,1245,41.36,1
2025-05-26,华东,1108,41.32,0
2025-05-27,华东,1102,41.09,0
2025-05-28,华东,1134,41.06,0
2025-05-29,华东,1201,40.95,0
2025-05-30,华东,1199,41.11,0
2025-05-31,华东,1328,41.43,1
2025-06-01,华东,1246,41.26,1
2025-06-02,华东,1068,41.23,0
2025-06-03,华东,1072,41.94,0
2025-06-04,华东,1145,41.58,0
2025-06-05,华东,1140,41.30,0
2025-06-06,华东,1259,41.09,0
2025-06-07,华东,1309,41.60,1
2025-06-08,华东,1307,41.09,1
2025-06-09,华东,1124,41.63,0
2025-06-10,华东,1098,40.60,0
2025-06-11,华东,,41.17,0
2025-06-12,华东,1132,41.43,0
2025-06-13,华东,1212,41.64,0
2025-06-14,华东,1329,41.37,1
2025-06-15,华东,1289,41.09,1
2025-06-16,华东,1110,41.19,0
2025-06-17,华东,1079,41.64,0
2025-06-18,华东,1120,41.78,0
2025-06-19,华东,1166,41.83,0
2025-06-20,华东,1251,40.82,0
2025-06-21,华东,1332,40.98,1
2025-06-22,华东,1309,40.80,1
2025-06-23,华东,1099,40.72,0
2025-06-24,华东,1113,41.03,0
2025-06-25,华东,1153,41.13,0
2025-06-26,华东,1172,41.72,0
2025-06-27,华东,1203,41.05,0
2025-06-28,华东,1299,41.01,1
2025-06-29,华东,1294,41.45,1
2025-06-30,华东,1077,41.19,0
2025-07-01,华东,1050,41.76,0
2025-07-02,华东,1115,40.89,0
2025-07-03,华东,1132,41.39,0
2025-07-04,华东,1222,40.86,0
2025-07-05,华东,1316,41.41,1
2025-07-06,华东,1283,41.04,1
2025-07-07,华东,1136,41.42,0
2025-07-08,华东,1137,41.09,0
2025-07-09,华东,1172,41.29,0
2025-07-10,华东,1173,41.81,0
2025-07-11,华东,1241,41.22,0
2025-07-12,华东,1323,41.71,1
2025-07-13,华东,1269,41.85,1
2025-07-14,华东,1161,41.94,0
2025-07-15,华东,1089,41.35,0
2025-07-16,华东,1168,41.60,0
2025-07-17,华东,1156,41.30,1
2025-07-18,华东,1267,41.36,0
2025-07-19,华东,1317,42.12,1
2025-07-20,华东,1266,41.35,1
2025-07-21,华东,1151,41.55,0
2025-07-22,华东,1070,41.35,0
2025-07-23,华东,1166,41.45,0
2025-07-24,华东,1140,41.20,0
2025-07-25,华东,1170,41.97,0
2025-07-26,华东,1337,41.26,1
2025-07-27,华东,1270,41.36,1
2025-07-28,华东,1052,41.88,0
2025-07-29,华东,1069,41.28,0
2025-07-30,华东,1125,41.58,0
2025-07-31,华东,1143,41.07,0
2025-08-01,华东,1211,41.12,0
2025-08-02,华东,1299,41.15,1
2025-08-03,华东,1243,42.05,1
2025-08-04,华东,1073,40.94,0
2025-08-05,华东,1105,41.28,0
2025-08-06,华东,1119,41.44,0
2025-08-07,华东,1167,41.24,0
2025-08-08,华东,1540,41.47,0
2025-08-09,华东,1310,41.20,1
2025-08-10,华东,1236,41.37,1
2025-08-11,华东,1050,41.76,0
2025-08-12,华东,1090,41.21,0
2025-08-13,华东,1126,41.03,0
2025-08-14,华东,1081,41.00,0
2025-08-15,华东,1160,41.03,0
2025-08-16,华东,1338,41.15,1
2025-08-17,华东,1226,40.75,1
2025-08-18,华东,1007,40.98,0
2025-08-19,华东,1036,41.50,0
2025-08-20,华东,1086,41.56,0
2025-08-21,华东,1134,41.97,0
2025-08-22,华东,1172,41.04,0
2025-08-23,华东,1290,41.03,1
2025-08-24,华东,1214,41.34,1
2025-08-25,华东,1051,41.17,0
2025-08-26,华东,1084,41.45,0
2025-08-27,华东,1101,41.10,0
2025-08-28,华东,1091,41.24,0
2025-08-29,华东,1149,42.35,0
2025-08-30,华东,1237,41.82,1
2025-08-31,华东,1202,41.60,1
2025-09-01,华东,1069,41.67,0
2025-09-02,华东,999,41.02,0
2025-09-03,华东,1039,41.44,0
2025-09-04,华东,1093,41.92,1
2025-09-05,华东,1100,41.19,0
2025-09-06,华东,1267,41.54,1
2025-09-07,华东,1206,41.93,1
2025-09-08,华东,1028,41.36,0
2025-09-09,华东,972,41.53,0
2025-09-10,华东,1080,41.93,0
2025-09-11,华东,1062,41.43,0
2025-09-12,华东,1112,41.51,0
2025-09-13,华东,1162,42.03,1
2025-09-14,华东,1178,41.56,1
2025-09-15,华东,1038,41.83,0
2025-09-16,华东,984,41.24,0
2025-09-17,华东,1071,41.32,0
2025-09-18,华东,1057,41.32,0
2025-09-19,华东,1112,40.83,0
2025-09-20,华东,1269,41.29,1
2025-09-21,华东,1137,41.32,1
2025-09-22,华东,925,41.84,0
2025-09-23,华东,980,41.05,0
2025-09-24,华东,1079,42.36,0
2025-09-25,华东,1044,41.72,0
2025-09-26,华东,1098,41.52,0
2025-09-27,华东,1205,41.73,1
2025-09-28,华东,1189,41.50,1
2025-09-29,华东,1060,41.64,0
2025-09-30,华东,925,41.06,0
2025-10-01,华东,918,41.87,0
2025-10-02,华东,958,41.19,0
2025-10-03,华东,971,41.88,0
2025-10-04,华东,1103,41.36,1
2025-10-05,华东,1017,41.58,1
2025-10-06,华东,886,41.90,0
2025-10-07,华东,879,41.33,0
2025-10-08,华东,976,41.72,0
2025-10-09,华东,971,41.49,0
2025-10-10,华东,958,41.07,0
2025-10-11,华东,1131,41.64,1
2025-10-12,华东,1029,41.52,1
2025-10-13,华东,864,41.30,0
2025-10-14,华东,879,40.84,0
2025-10-15,华东,880,41.88,0
2025-10-16,华东,937,41.40,1
2025-10-17,华东,992,41.76,0
2025-10-18,华东,1073,41.27,1
2025-10-19,华东,1065,41.61,1
2025-10-20,华东,863,41.24,0
2025-10-21,华东,846,41.80,0
2025-10-22,华东,936,41.47,0
2025-10-23,华东,984,41.53,0
2025-10-24,华东,1034,41.06,1
2025-10-25,华东,1154,41.88,1
2025-10-26,华东,1120,41.40,1
2025-10-27,华东,951,41.66,0
2025-10-28,华东,918,41.45,0
2025-10-29,华东,999,41.55,0
2025-10-30,华东,930,41.97,0
2025-10-31,华东,1020,41.93,0
2025-11-01,华东,1175,41.36,1
2025-11-02,华东,1197,41.95,1
2025-11-03,华东,907,41.35,0
2025-11-04,华东,965,41.59,0
2025-11-05,华东,970,41.81,1
2025-11-06,华东,1009,41.51,1
2025-11-07,华东,1069,41.59,0
2025-11-08,华东,1138,41.56,1
2025-11-09,华东,1145,41.30,1
2025-11-10,华东,923,41.81,0
2025-11-11,华东,955,42.23,0
2025-11-12,华东,1011,41.38,0
2025-11-13,华东,1040,41.25,0
2025-11-14,华东,1085,41.37,0
2025-11-15,华东,1170,41.59,1
2025-11-16,华东,1156,42.27,1
2025-11-17,华东,951,41.34,0
2025-11-18,华东,902,41.53,0
2025-11-19,华东,988,41.38,1
2025-11-20,华东,993,41.68,1
2025-11-21,华东,1036,41.12,0
2025-11-22,华东,1119,41.54,1
2025-11-23,华东,1123,41.80,1
2025-11-24,华东,897,41.74,0
2025-11-25,华东,879,41.29,0
2025-11-26,华东,971,41.90,0
2025-11-27,华东,866,41.98,0
2025-11-28,华东,939,41.60,0
2025-11-29,华东,1065,41.89,1
2025-11-30,华东,1080,41.49,1
2025-12-01,华东,881,41.56,0
2025-12-02,华东,853,41.47,0
2025-12-03,华东,930,41.74,1
2025-12-04,华东,911,41.32,0
2025-12-05,华东,967,41.91,0
2025-12-06,华东,1097,41.20,1
2025-12-07,华东,1053,41.69,1
2025-12-08,华东,892,41.86,0
2025-12-09,华东,874,41.50,0
2025-12-10,华东,945,41.87,0
2025-12-11,华东,967,41.36,0
2025-12-12,华东,1069,41.18,0
2025-12-13,华东,1151,41.44,1
2025-12-14,华东,1155,41.63,1
2025-12-15,华东,975,41.08,0
2025-12-16,华东,958,41.76,0
2025-12-17,华东,1017,42.02,0
2025-12-18,华东,995,41.13,0
2025-12-19,华东,1135,41.69,0
2025-12-20,华东,1206,41.71,1
2025-12-21,华东,1191,41.88,1
2025-12-22,华东,985,41.05,0
2025-12-23,华东,1029,41.50,0
2025-12-24,华东,1053,41.92,0
2025-12-25,华东,1047,41.93,0
2025-12-26,华东,1086,41.63,0
2025-12-27,华东,1198,41.64,1
2025-12-28,华东,1133,41.46,1
2025-12-29,华东,979,41.05,0
2025-12-30,华东,908,41.58,0
2025-12-31,华东,929,41.46,0
